1.0,102.0,1.0,2.0,0.0475,2.0,1,0
1.0,114.0,2.0,2.0,0.0475,2.0,2,0
1.0,55.0,1.0,2.0,0.0475,2.0,3,0
1.0,55.0,1.0,1.0,0.024375,1.0,4,0
1.0,300.0,1.0,1.0,0.024375,1.0,5,0
3.0,230.0,1.0,4.0,0.14,3.0,6,0
2.0,72.0,2.0,2.0,0.0475,2.0,7,0
1.0,265.0,2.0,3.0,0.119375,2.0,8,0
2.0,622.0,2.0,5.0,0.159375,4.0,9,0
2.0,1250.0,3.0,6.0,0.2775,4.0,11,0
1.0,108.0,1.0,1.0,0.024375,1.0,12,0
1.0,35.0,1.0,1.0,0.024375,1.0,13,0
1.0,51.0,1.0,1.0,0.024375,1.0,14,0
3.0,589.0,7.0,13.0,0.919375,6.0,15,0
1.0,204.0,3.0,4.0,0.14,3.0,16,1
3.0,296.0,6.0,10.0,0.4375,6.0,17,0
7.0,1265.0,13.0,26.0,0.8275,18.0,18,0
4.0,357.9,2.0,9.0,0.224375,8.0,19,1
1.0,93.0,2.0,3.0,0.069375,3.0,20,0
6.0,2027.0,9.0,25.0,0.784375,16.0,21,0
4.0,110.0,2.0,5.0,0.209375,3.0,22,1
3.0,44.0,1.0,3.0,0.069375,3.0,23,0
12.0,3332.0,13.0,30.0,1.0875,18.0,24,0
9.0,3294.0,15.0,29.0,1.049375,18.0,25,1
5.0,205.0,4.0,7.0,0.194375,6.0,26,1
5.0,142.0,1.0,7.0,0.194375,6.0,27,0
3.0,35.0,1.0,3.0,0.119375,2.0,28,0
1.0,12.0,1.0,1.0,0.024375,1.0,29,0
1.0,52.0,1.0,1.0,0.024375,1.0,30,0
2.0,30.0,1.0,3.0,0.119375,2.0,31,0
2.0,230.0,1.0,6.0,0.1775,5.0,32,0
2.0,335.5,5.0,10.0,0.7375,5.0,33,0
2.0,70.0,1.0,2.0,0.0475,2.0,34,0
5.0,34.5,3.0,6.0,0.1775,5.0,35,0
3.0,404.0,2.0,7.0,0.194375,6.0,36,0
19.0,4399.8,19.0,85.0,3.509375,31.0,37,0
1.0,5.0,1.0,1.0,0.024375,1.0,38,1
2.0,157.0,1.0,2.0,0.0475,2.0,39,0
3.0,54.0,1.0,3.0,0.069375,3.0,40,0
4.0,4114.4,17.0,28.0,1.31,14.0,42,0
2.0,602.35,5.0,8.0,0.26,6.0,43,0
1.0,41.5,1.0,2.0,0.0475,2.0,44,1
7.0,1528.0,1.0,19.0,1.599375,9.0,45,0
5.0,4120.4,9.0,22.0,1.2975,11.0,46,0
13.0,4429.5,2.0,35.0,1.309375,18.0,47,0
4.0,689.0,1.0,13.0,1.169375,5.0,48,0
2.0,3661.0,2.0,22.0,4.9475,3.0,49,0
6.0,3621.0,3.0,27.0,1.619375,13.0,50,0
5.0,6771.0,4.0,25.0,2.284375,8.0,51,0
15.0,1778.0,4.0,46.0,4.9775,15.0,52,0
15.0,6582.0,4.0,81.0,10.374375,18.0,53,0
17.0,6794.59,3.0,43.0,2.619375,16.0,54,0
11.0,2597.0,2.0,21.0,1.699375,7.0,55,0
13.0,4062.0,3.0,31.0,1.674375,13.0,56,0
11.0,1748.0,3.0,29.0,1.599375,12.0,57,0
9.0,4648.0,2.0,27.0,2.419375,10.0,58,0
7.0,9512.0,3.0,23.0,1.744375,9.0,59,0
1.0,23948.0,3.0,3.0,0.119375,2.0,60,0
6.0,4504.0,1.0,10.0,0.4375,6.0,61,0
3.0,11462.0,2.0,6.0,0.2275,4.0,63,0
12.0,28858.0,4.0,39.0,3.324375,16.0,64,0
4.0,18241.0,3.0,10.0,0.3375,7.0,65,0
1.0,260.0,1.0,1.0,0.024375,1.0,66,0
8.0,8852.0,1.0,11.0,0.449375,7.0,67,0
2.0,607.0,2.0,3.0,0.119375,2.0,68,0
11.0,772.0,1.0,31.0,2.024375,12.0,69,0
7.0,1124.0,1.0,17.0,0.794375,9.0,70,0
16.0,5489.0,2.0,46.0,1.6275,22.0,71,0
21.0,5754.0,1.0,69.0,4.449375,21.0,72,0
4.0,1652.0,1.0,6.0,0.1775,5.0,73,0
8.0,2932.0,1.0,16.0,0.84,8.0,74,0
1.0,1373.0,5.0,30.0,6.5375,6.0,75,0
5.0,947.0,3.0,8.0,0.26,6.0,76,0
4.0,490.0,1.0,4.0,0.09,4.0,77,0
6.0,690.0,4.0,13.0,0.619375,7.0,78,0
6.0,913.0,1.0,11.0,0.299375,9.0,79,0
6.0,941.0,2.0,14.0,2.0275,3.0,80,0
5.0,824.0,1.0,18.0,2.9475,3.0,81,0
27.0,3468.0,4.0,112.0,29.91,18.0,82,0
